PM2.5 시도별 대기정보,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
날짜,서울,부산,대구,인천,광주,대전,울산,경기,강원,충북,충남,전북,전남,경북,경남,제주,세종
2020/01/08,21,12,11,26,22,20,6,22,8,18,29,23,17,8,9,17,18
2020/01/07,6,11,33,7,9,7,13,7,11,12,6,7,8,18,13,9,7
2020/01/06,26,24,41,28,18,20,25,33,29,39,33,21,17,32,26,11,43
2020/01/05,36,30,34,32,36,28,31,38,29,45,36,40,28,33,25,29,41
2020/01/04,38,25,37,39,48,39,22,44,32,52,48,55,35,30,27,32,49
2020/01/03,45,40,48,40,52,41,33,53,40,58,56,56,36,42,38,29,56
2020/01/02,41,37,41,36,35,33,31,47,33,45,46,40,26,34,30,20,45
2020/01/01,23,14,17,21,14,16,11,25,17,24,24,18,12,15,12,9,20
2020/02/29,17,12,22,13,9,16,10,19,15,23,24,15,10,16,13,9,21
2020/02/28,18,11,18,19,12,15,12,23,16,19,29,22,10,14,14,8,20
2020/02/27,8,9,7,8,26,17,6,11,7,17,27,29,20,7,11,17,20
2020/02/26,10,10,12,9,8,10,10,9,7,11,14,10,8,9,9,14,11
2020/02/25,12,7,11,12,13,7,7,13,14,14,14,8,13,10,7,27,14
2020/02/24,19,14,20,15,11,16,13,21,21,23,17,16,10,15,13,8,18
2020/02/23,12,13,12,9,9,12,10,12,14,15,14,12,9,11,11,10,11
2020/02/22,39,25,22,36,29,26,21,39,31,34,37,31,26,22,21,37,28
2020/02/21,45,26,36,31,25,35,27,46,44,48,39,34,22,30,25,13,52
2020/02/20,44,28,37,33,23,31,27,45,31,44,35,30,21,30,27,22,45
2020/02/19,24,20,21,20,16,19,15,25,20,27,21,17,13,17,17,14,26
2020/02/18,15,15,15,12,11,14,12,15,17,18,15,13,9,14,12,12,14
2020/02/17,18,10,11,13,7,12,7,16,18,16,14,8,6,11,7,7,10
2020/02/16,19,9,11,15,6,11,9,15,13,15,12,8,7,10,7,9,9
2020/02/15,49,21,37,43,25,37,23,51,34,48,61,47,24,30,28,14,53
2020/02/14,63,33,35,41,23,46,26,61,45,54,67,40,21,28,25,13,61
2020/02/13,54,14,22,36,16,20,16,51,29,31,35,25,9,16,11,9,23
2020/02/12,33,26,52,30,20,25,27,36,36,36,38,25,17,39,27,15,36
2020/02/11,35,44,46,33,41,33,34,38,29,40,42,47,41,34,39,52,34
2020/02/10,31,37,33,27,41,30,34,34,28,36,43,46,43,29,36,66,33
2020/02/09,25,25,20,19,19,19,20,25,25,27,25,21,18,22,17,28,22
2020/02/08,29,27,28,25,27,26,24,28,27,32,31,28,25,28,24,37,28
2020/02/07,24,22,31,20,21,26,20,28,27,32,29,24,17,24,22,17,30
2020/02/06,21,13,17,17,10,17,8,22,15,21,20,13,10,12,10,8,19
2020/02/05,11,17,14,8,11,10,12,10,11,12,11,11,11,13,13,17,8
2020/02/04,16,23,20,13,17,19,16,18,21,25,20,19,18,17,21,17,20
2020/02/03,16,34,27,12,26,24,24,16,19,27,23,27,20,26,27,22,24
2020/02/02,54,60,63,45,46,50,51,55,52,65,58,50,39,55,55,36,61
2020/02/01,52,40,53,42,45,45,39,54,44,54,55,47,40,45,39,35,50
2020/03/31,26,11,19,19,18,20,12,25,23,28,22,19,14,15,13,14,23
2020/03/30,28,9,14,17,18,17,10,26,16,23,24,22,13,11,10,12,21
2020/03/29,16,8,11,14,14,13,7,16,10,14,20,17,11,9,9,14,14
2020/03/28,8,13,11,7,8,9,11,7,10,12,10,9,8,11,11,11,6
2020/03/27,21,15,26,16,10,17,16,20,18,23,18,13,9,18,14,14,17
2020/03/26,31,21,28,25,11,26,24,31,31,33,30,19,12,22,23,11,32
2020/03/25,30,18,28,28,23,33,21,34,30,36,39,37,19,23,20,18,36
2020/03/24,34,16,21,31,33,31,17,38,23,36,42,40,25,19,18,23,39
2020/03/23,28,17,18,24,21,22,17,27,21,25,28,25,17,17,15,17,21
2020/03/22,17,19,24,11,20,22,20,16,20,30,22,25,21,21,22,24,20
2020/03/21,18,12,21,13,16,20,18,18,22,24,19,19,12,20,13,15,19
2020/03/20,9,10,8,7,7,10,10,9,10,11,11,9,7,8,8,8,7
2020/03/19,24,21,21,19,18,19,23,23,24,23,23,19,15,21,18,17,21
2020/03/18,34,27,29,29,25,24,27,34,27,33,28,28,21,28,25,28,31
2020/03/17,23,14,29,17,17,20,19,25,21,26,23,17,12,25,15,11,22
2020/03/16,12,12,12,11,11,12,11,12,12,14,14,12,10,11,10,13,11
2020/03/15,17,16,16,12,25,16,15,19,21,25,21,18,21,18,13,28,19
2020/03/14,20,9,11,15,11,14,9,20,17,17,18,14,9,12,8,12,13
2020/03/13,13,21,18,9,13,10,22,12,15,15,14,14,13,16,17,15,11
2020/03/12,14,11,15,11,12,12,11,14,17,16,13,13,10,13,10,9,12
2020/03/11,13,16,13,10,11,12,14,12,16,15,14,12,10,14,12,12,10
2020/03/10,30,12,21,31,24,28,13,32,13,26,36,30,18,16,14,17,38
2020/03/09,42,15,26,45,24,28,16,53,27,36,64,57,18,19,19,11,54
2020/03/08,45,19,26,47,18,23,17,52,25,32,52,33,14,20,16,13,35
2020/03/07,39,22,33,35,19,23,27,41,31,31,39,28,15,28,21,12,34
2020/03/06,28,25,27,23,18,21,26,29,28,28,25,24,17,23,22,13,26
2020/03/05,27,30,29,20,19,26,31,26,33,30,24,24,17,30,23,16,24
2020/03/04,35,15,18,28,19,21,16,31,30,29,25,20,17,19,14,18,19
2020/03/03,33,8,13,30,23,27,9,34,21,31,33,29,17,14,13,15,29
2020/03/02,29,20,27,23,23,28,19,28,25,34,29,26,21,25,20,24,28
2020/03/01,34,14,23,25,22,25,13,33,21,33,32,25,16,18,15,12,36
2020/04/30,19,14,21,15,17,16,19,19,22,22,17,17,14,20,14,15,16
2020/04/29,25,23,24,17,18,18,26,26,29,27,20,19,14,24,19,11,20
2020/04/28,19,16,17,17,20,17,16,19,18,18,20,22,15,15,15,16,17
2020/04/27,16,16,17,13,15,14,16,17,14,16,18,17,13,14,14,13,13
2020/04/26,14,24,19,11,15,13,21,14,16,18,15,15,16,21,19,23,12
2020/04/25,23,20,21,19,27,23,20,22,24,25,24,25,23,22,20,27,23
2020/04/24,13,12,11,10,12,10,12,13,14,12,12,11,10,12,9,17,9
2020/04/23,12,13,13,9,11,11,12,11,12,12,12,12,11,12,10,13,9
2020/04/22,10,10,9,8,8,10,8,10,12,10,11,8,8,9,7,11,7
2020/04/21,9,10,9,7,8,8,9,8,10,10,9,8,7,9,7,10,6
2020/04/20,8,11,12,7,14,9,11,8,9,10,11,11,11,10,10,19,6
2020/04/19,16,10,15,13,14,14,11,15,11,15,20,23,11,11,11,13,15
2020/04/18,13,18,19,12,22,19,17,14,11,21,24,23,18,14,15,29,20
2020/04/17,21,14,17,19,14,14,14,20,13,15,21,16,13,14,15,22,14
2020/04/16,30,17,16,25,25,27,15,31,18,31,30,27,21,16,18,24,27
2020/04/15,36,19,25,31,25,30,20,37,30,38,32,30,19,24,17,17,35
2020/04/14,28,15,16,27,19,19,15,27,21,20,27,23,17,13,14,16,19
2020/04/13,11,10,8,11,11,10,9,11,8,9,13,12,11,9,8,13,9
2020/04/12,19,13,15,17,20,18,13,18,18,22,21,22,15,16,11,13,21
2020/04/11,22,14,18,15,19,24,17,24,21,28,22,25,14,18,14,15,22
2020/04/10,25,9,16,23,21,22,8,25,14,23,24,22,18,11,14,20,20
2020/04/09,24,21,22,20,16,18,20,22,20,21,21,19,15,19,19,15,17
2020/04/08,18,25,19,16,14,14,24,16,22,18,17,17,14,20,19,27,14
2020/04/07,26,34,38,13,19,20,40,26,34,34,20,18,18,35,30,23,24
2020/04/06,21,18,22,15,17,19,20,20,25,25,19,18,16,20,18,14,20
2020/04/05,22,11,12,17,11,14,9,19,15,17,18,13,10,11,10,12,14
2020/04/04,27,23,25,19,24,22,22,27,26,29,26,24,21,23,21,27,25
2020/04/03,32,21,24,24,28,25,24,32,23,30,32,32,22,22,19,26,28
2020/04/02,24,16,17,21,20,21,17,24,21,22,25,22,18,17,14,24,20
2020/04/01,30,19,30,23,21,23,23,30,30,36,26,22,19,25,22,21,26
2020/05/31,29,18,26,21,25,28,23,29,21,28,29,32,22,21,22,17,25
2020/05/30,26,19,22,24,27,23,22,26,13,19,28,32,24,16,21,31,20
2020/05/29,21,21,20,15,26,23,21,21,15,26,22,27,23,16,21,28,19
2020/05/28,18,22,19,12,22,21,28,19,15,22,19,22,16,16,19,22,17
2020/05/27,13,21,14,10,20,17,21,14,11,20,17,20,17,14,19,24,14
2020/05/26,25,30,27,19,24,29,34,26,22,35,28,35,20,26,25,20,22
2020/05/25,26,25,16,18,20,21,28,29,18,43,31,25,13,16,17,24,19
2020/05/24,17,17,18,13,20,20,21,18,15,21,19,22,16,17,17,21,16
2020/05/23,32,12,16,24,18,21,12,31,16,17,28,23,13,11,14,18,18
2020/05/22,28,10,17,22,16,20,9,27,12,18,25,22,12,11,15,11,16
2020/05/21,11,12,17,12,12,13,12,12,7,10,17,16,10,10,13,12,12
2020/05/20,3,7,6,4,8,7,6,4,4,4,7,8,7,5,8,13,5
2020/05/19,7,12,11,6,10,7,13,6,5,7,9,11,9,9,10,19,4
2020/05/18,26,20,32,24,19,17,26,27,15,26,24,22,17,19,21,13,17
2020/05/17,28,17,37,20,27,18,25,28,22,24,23,23,20,26,22,21,15
2020/05/16,15,23,28,10,19,15,21,14,11,17,12,19,16,16,22,23,8
2020/05/15,11,15,19,11,12,13,18,12,12,15,15,14,11,17,14,14,11
2020/05/14,13,17,23,10,15,14,18,13,12,14,15,17,13,16,16,14,12
2020/05/13,10,13,13,7,10,10,12,10,10,11,10,11,9,10,11,12,8
2020/05/12,15,21,18,11,27,18,22,16,17,20,19,25,19,17,16,34,13
2020/05/11,28,20,24,24,27,22,21,30,24,27,30,31,22,18,17,40,18
2020/05/10,21,12,14,16,16,14,13,21,10,16,20,19,11,9,10,19,11
2020/05/09,8,8,10,8,6,7,13,9,7,9,9,8,6,10,7,12,6
2020/05/08,12,12,17,12,12,11,14,12,10,9,15,15,10,13,12,14,10
2020/05/07,12,8,10,11,14,7,9,11,9,7,11,12,11,8,9,12,5
2020/05/06,16,14,17,15,19,12,15,17,11,15,20,18,17,12,14,18,12
2020/05/05,19,14,20,15,20,17,14,19,11,18,17,21,17,13,18,19,13
2020/05/04,17,21,22,14,15,13,24,17,14,17,16,18,13,18,20,18,11
2020/05/03,18,19,23,15,9,13,22,16,19,16,16,11,9,21,18,13,14
2020/05/02,29,23,27,21,18,16,26,27,30,23,21,21,20,25,22,18,17
2020/05/01,31,22,27,23,20,20,25,27,28,24,23,22,20,24,20,23,20
2020/06/30,4,8,5,5,3,4,9,4,4,4,4,5,4,4,5,12,2
2020/06/29,25,20,31,22,18,18,29,23,19,23,19,26,17,23,22,16,17
2020/06/28,19,28,23,14,23,18,30,19,16,23,18,28,21,21,25,21,13
2020/06/27,16,18,23,10,18,15,25,17,19,20,17,23,17,19,19,15,13
2020/06/26,14,12,14,12,9,12,20,14,13,13,12,14,7,12,10,9,9
2020/06/25,8,12,16,7,16,7,14,8,6,9,8,14,12,11,11,18,6
2020/06/24,19,11,18,16,9,15,17,18,14,15,17,14,11,14,13,8,13
2020/06/23,24,14,21,17,16,29,18,27,21,28,29,27,15,16,16,14,28
2020/06/22,22,13,16,17,26,25,17,24,17,21,26,31,17,12,13,16,24
2020/06/21,22,9,15,18,23,23,9,23,19,26,24,28,16,10,13,11,22
2020/06/20,24,10,14,20,23,31,11,24,14,25,27,33,16,10,16,12,27
2020/06/19,15,13,14,11,12,16,14,16,8,15,20,19,9,11,13,7,15
2020/06/18,21,9,15,20,9,14,13,24,25,17,18,17,6,14,9,7,12
2020/06/17,32,10,18,28,27,25,16,32,22,22,24,33,19,13,13,26,22
2020/06/16,37,13,16,34,20,22,15,34,15,21,27,27,15,11,14,20,20
2020/06/15,13,16,15,11,15,14,16,14,16,18,15,19,12,13,14,13,13
2020/06/14,21,8,10,15,8,5,9,21,15,10,14,10,7,8,8,9,5
2020/06/13,25,10,12,20,7,7,18,26,17,11,19,14,6,11,7,8,7
2020/06/12,21,15,32,15,24,24,31,22,18,30,21,26,13,24,16,7,22
2020/06/11,16,17,17,13,10,9,21,16,19,14,15,13,10,13,14,10,9
2020/06/10,23,21,28,18,19,29,21,23,32,30,25,30,20,26,23,10,25
2020/06/09,23,20,31,21,23,31,27,26,33,35,28,43,21,30,23,19,25
2020/06/08,22,8,25,17,31,28,16,25,30,32,24,40,19,22,16,15,22
2020/06/07,27,8,18,19,33,24,11,28,18,20,23,34,22,12,16,23,22
2020/06/06,32,29,30,30,34,30,26,35,19,26,33,36,24,22,30,21,26
2020/06/05,23,29,36,21,28,22,34,28,26,26,19,28,19,31,30,12,17
2020/06/04,24,23,29,15,16,19,31,24,31,26,17,23,15,28,23,16,17
2020/06/03,23,15,21,18,19,18,21,23,19,22,15,21,15,18,14,14,14
2020/06/02,13,9,11,12,17,10,12,15,10,9,14,16,11,9,9,13,9
2020/06/01,9,21,19,8,11,10,22,9,12,13,10,15,13,15,18,20,8
2020/07/31,16,13,12,12,6,5,9,14,13,9,9,7,6,9,11,6,5
2020/07/30,13,9,14,8,5,4,12,11,7,4,7,5,7,9,7,7,4
2020/07/29,6,9,21,6,4,4,19,5,4,3,6,4,6,10,8,6,3
2020/07/28,6,9,13,7,10,4,8,7,5,5,8,10,11,7,8,6,5
2020/07/27,8,16,28,13,17,13,18,13,6,14,16,19,14,16,18,17,13
2020/07/26,6,11,15,6,6,6,14,6,3,5,8,11,7,11,11,13,5
2020/07/25,2,10,7,4,7,4,12,3,3,4,5,6,7,8,8,9,3
2020/07/24,2,6,5,2,3,3,8,3,4,3,4,4,4,5,4,7,3
2020/07/23,10,6,8,13,5,7,6,10,7,7,10,8,5,5,8,7,10
2020/07/22,16,9,10,17,5,12,12,17,11,12,21,17,8,8,8,7,15
2020/07/21,19,13,9,18,7,9,11,20,12,11,17,15,7,6,9,11,10
2020/07/20,11,9,10,10,6,6,9,10,8,7,8,8,8,8,8,9,4
2020/07/19,14,10,17,13,9,11,14,14,11,14,13,12,9,14,10,8,12
2020/07/18,28,9,16,19,20,18,9,23,13,15,20,23,12,11,12,10,17
2020/07/17,22,9,15,14,23,23,9,20,12,22,18,25,16,10,13,13,23
2020/07/16,16,9,13,9,7,11,11,16,9,13,16,13,9,9,12,9,11
2020/07/15,5,9,7,5,4,3,8,6,5,5,8,6,6,6,7,7,3
2020/07/14,2,6,4,3,3,3,6,3,3,4,4,4,3,4,5,5,2
2020/07/13,4,4,3,4,4,1,5,3,5,3,2,5,5,4,3,10,2
2020/07/12,8,7,13,6,11,4,8,7,9,6,9,16,7,10,9,8,3
2020/07/11,4,16,17,4,12,11,16,4,5,6,10,17,11,10,16,24,6
2020/07/10,10,7,10,11,5,5,9,11,8,10,13,11,6,9,6,9,7
2020/07/09,26,22,40,35,18,17,27,28,17,23,29,23,18,22,25,13,20
2020/07/08,20,21,25,15,12,16,25,20,15,22,18,18,16,19,21,11,15
2020/07/07,11,11,16,7,10,12,15,13,17,23,15,13,8,13,12,8,12
2020/07/06,17,12,20,13,14,11,17,19,14,12,18,17,14,15,15,8,11
2020/07/05,22,13,17,20,7,7,16,22,15,14,17,12,11,11,15,13,8
2020/07/04,15,7,9,16,8,4,7,14,7,7,12,10,8,6,8,11,5
2020/07/03,25,8,12,22,13,10,8,20,9,10,16,18,12,9,11,11,10
2020/07/02,37,13,18,39,21,19,15,34,10,17,24,22,18,13,16,9,18
2020/07/01,12,7,8,14,7,7,9,13,6,10,12,8,6,6,6,8,8
2020/08/31,3,8,6,4,10,2,7,4,5,4,6,8,10,5,8,9,3
2020/08/30,9,14,11,10,6,3,10,8,4,4,8,5,7,7,10,9,4
2020/08/29,10,7,8,10,4,3,8,7,7,5,6,6,6,7,7,5,4
2020/08/28,15,6,11,12,7,8,8,12,12,10,11,11,8,10,7,7,9
2020/08/27,12,8,11,12,14,12,9,11,11,10,14,16,17,10,10,9,12
2020/08/26,16,10,16,15,9,12,13,14,14,12,15,12,10,16,12,,11
2020/08/25,24,27,23,24,18,17,29,22,17,17,22,21,21,23,23,14,18
2020/08/24,16,21,23,15,18,15,20,16,14,16,19,22,22,20,20,24,17
2020/08/23,8,19,17,8,22,10,14,8,7,11,14,22,23,12,20,18,11
2020/08/22,10,15,18,13,34,17,12,11,7,15,23,30,26,12,20,20,18
2020/08/21,20,29,34,19,26,24,25,20,10,26,23,25,29,22,34,20,25
2020/08/20,27,40,28,26,24,25,29,28,23,29,27,26,24,25,32,17,27
2020/08/19,30,39,25,28,25,21,37,30,26,31,27,25,25,24,29,24,26
2020/08/18,24,34,20,20,17,15,35,22,18,22,19,18,20,19,25,23,17
2020/08/17,17,24,16,14,15,12,25,15,15,13,15,16,15,15,19,14,15
2020/08/16,14,12,13,12,10,8,14,12,13,10,12,12,11,14,11,10,9
2020/08/15,27,15,16,21,9,12,17,20,14,17,16,14,9,16,14,6,13
2020/08/14,19,11,14,15,11,11,14,16,13,13,14,14,11,13,10,8,12
2020/08/13,13,10,12,10,7,7,13,11,10,7,9,10,8,10,8,6,8
2020/08/12,13,9,11,14,7,6,11,11,9,6,9,8,7,8,8,7,7
2020/08/11,6,9,11,6,9,5,10,6,5,4,8,10,8,8,7,6,5
2020/08/10,6,5,4,5,3,3,7,5,5,3,4,4,5,4,4,7,3
2020/08/09,5,5,4,5,4,4,7,4,6,4,5,5,5,6,4,4,4
2020/08/08,7,7,4,6,7,2,9,6,6,5,5,6,10,4,6,6,2
2020/08/07,17,29,11,11,12,2,24,14,11,7,8,9,27,9,24,37,7
2020/08/06,8,25,12,6,11,2,18,7,6,6,7,10,11,13,17,23,7
2020/08/05,23,20,25,23,19,11,20,19,9,12,19,20,19,24,19,15,15
2020/08/04,26,46,31,30,29,13,37,21,9,11,23,25,34,25,38,37,15
2020/08/03,9,30,21,10,19,10,24,7,6,8,13,18,24,17,25,27,10
2020/08/02,6,28,17,7,11,6,22,5,5,5,8,11,18,15,22,23,5
2020/08/01,8,12,15,8,9,8,16,8,8,9,9,10,11,10,12,15,7
2020/09/30,18,8,13,21,20,20,9,21,12,21,21,22,18,12,13,22,20
2020/09/29,17,8,17,17,15,16,9,19,12,16,20,17,14,11,12,13,16
2020/09/28,12,9,12,12,12,8,9,13,9,10,14,12,10,10,10,12,9
2020/09/27,7,8,8,6,10,6,9,7,8,8,8,8,8,9,8,12,7
2020/09/26,6,8,10,5,11,7,9,6,7,8,8,8,9,9,9,13,6
2020/09/25,5,9,10,4,10,6,9,6,7,7,7,8,8,9,8,14,5
2020/09/24,3,7,7,3,8,5,8,3,5,5,6,6,7,7,7,12,4
2020/09/23,3,6,7,3,9,4,6,3,4,5,6,6,7,6,7,9,5
2020/09/22,7,6,10,9,12,7,6,9,7,9,12,11,11,8,9,10,9
2020/09/21,13,11,14,13,14,11,10,14,9,13,15,14,12,11,13,14,13
2020/09/20,10,11,13,8,15,11,11,10,8,11,13,15,13,11,11,13,10
2020/09/19,8,13,14,8,12,11,14,10,10,13,13,14,10,11,11,10,11
2020/09/18,8,16,16,6,11,10,16,9,9,11,9,13,9,12,13,10,7
2020/09/17,9,16,18,6,9,15,18,10,11,15,11,14,10,14,14,11,11
2020/09/16,16,11,18,14,11,12,14,17,14,13,13,14,9,14,12,7,10
2020/09/15,23,14,20,21,14,16,18,23,16,18,17,15,14,15,16,10,12
2020/09/14,13,11,13,11,10,10,15,13,11,12,10,13,9,10,10,8,9
2020/09/13,3,6,9,3,5,6,6,4,3,5,5,7,6,5,7,9,4
2020/09/12,6,7,8,5,7,8,7,6,5,7,8,8,7,7,6,12,5
2020/09/11,16,24,23,16,16,19,24,17,13,17,22,22,18,20,22,16,18
2020/09/10,18,22,22,17,16,16,25,19,13,17,19,19,17,19,18,16,17
2020/09/09,18,30,28,13,17,14,34,16,14,15,15,15,19,22,23,20,13
2020/09/08,12,32,29,11,32,24,32,14,12,21,24,29,34,24,31,32,22
2020/09/07,3,5,5,4,9,6,7,3,3,4,7,10,9,5,5,12,3
2020/09/06,14,9,11,14,11,8,12,14,10,10,12,14,11,11,7,5,9
2020/09/05,19,19,27,18,26,21,24,20,17,21,24,29,22,23,22,13,20
2020/09/04,11,25,23,6,22,20,27,13,15,19,19,23,22,21,24,17,19
2020/09/03,7,14,10,6,14,9,13,8,8,9,9,13,14,9,12,15,9
2020/09/02,7,8,7,8,7,6,7,6,5,5,8,9,8,6,9,,5
2020/09/01,8,9,11,9,8,5,7,8,6,5,8,9,10,7,11,9,5
2020/10/31,14,8,16,15,24,17,9,18,16,20,23,22,15,14,11,10,22
2020/10/30,20,10,17,17,26,22,9,22,12,24,29,26,19,14,14,15,27
2020/10/29,15,21,17,13,11,15,14,17,14,19,16,14,10,17,16,11,15
2020/10/28,25,49,40,16,38,34,48,30,35,48,32,44,30,41,39,33,39
2020/10/27,49,30,39,34,39,37,29,51,34,54,41,43,29,33,26,26,48
2020/10/26,28,18,20,24,24,23,17,31,21,31,29,26,17,19,16,16,27
2020/10/25,15,11,12,13,14,11,9,17,13,16,16,15,12,11,11,17,15
2020/10/24,10,9,8,8,9,9,7,10,10,11,10,9,7,9,8,10,10
2020/10/23,9,12,9,7,8,8,10,9,11,11,8,8,7,10,8,13,8
2020/10/22,28,20,28,22,20,17,20,28,23,24,22,20,16,21,18,23,18
2020/10/21,25,18,31,29,24,23,18,31,19,31,42,31,19,20,22,13,32
2020/10/20,38,17,26,35,28,33,18,41,20,39,44,39,23,21,19,17,45
2020/10/19,34,16,22,30,23,25,17,35,19,28,33,29,18,19,16,21,32
2020/10/18,15,19,19,14,21,19,19,18,13,23,19,21,19,18,16,24,22
2020/10/17,17,18,23,14,21,26,19,20,15,29,27,28,18,20,17,17,27
2020/10/16,17,12,21,16,19,32,10,21,13,24,28,27,15,15,14,13,36
2020/10/15,11,15,15,9,15,18,13,13,10,16,15,13,9,14,13,12,16
2020/10/14,12,14,20,11,15,16,16,14,13,19,15,17,12,17,14,13,16
2020/10/13,10,18,14,9,9,10,17,12,16,14,11,10,9,16,14,12,11
2020/10/12,18,17,22,14,21,18,17,20,17,22,18,22,17,17,17,21,18
2020/10/11,12,11,12,12,17,10,10,13,10,12,17,17,14,11,11,15,13
2020/10/10,9,10,10,9,14,10,10,10,9,11,13,10,11,11,10,15,12
2020/10/09,7,9,9,7,9,7,9,7,7,9,10,9,9,9,9,12,8
2020/10/08,6,6,7,7,7,5,6,7,6,6,8,6,8,7,6,11,6
2020/10/07,10,7,10,9,13,10,8,10,7,11,14,13,11,9,9,12,14
2020/10/06,10,10,10,9,9,10,10,11,9,12,12,10,8,10,9,10,11
2020/10/05,8,9,9,6,8,8,10,8,8,10,9,9,7,10,9,12,8
2020/10/04,13,16,22,9,15,18,24,14,16,19,16,22,14,19,15,15,13
2020/10/03,20,20,19,16,14,14,24,19,17,16,19,17,14,17,16,14,15
2020/10/02,15,10,17,12,14,12,13,15,14,14,15,15,12,14,12,14,14
2020/10/01,11,8,10,12,18,19,10,13,9,15,18,18,14,10,10,18,19
2020/11/30,16,11,13,15,14,15,10,17,13,19,17,14,11,14,11,12,15
2020/11/29,14,10,9,12,11,10,9,14,13,16,15,12,9,12,9,9,13
2020/11/28,13,13,12,11,8,10,12,12,13,14,11,10,7,14,10,8,10
2020/11/27,27,23,25,21,25,23,20,26,21,32,25,29,17,24,21,19,30
2020/11/26,38,29,32,32,33,29,26,39,22,40,41,36,24,28,27,24,39
2020/11/25,24,19,21,21,19,19,17,26,18,27,25,21,13,20,17,9,23
2020/11/24,15,17,19,12,10,14,14,17,16,21,17,13,10,17,15,7,16
2020/11/23,15,13,14,12,11,13,11,14,14,16,13,11,9,13,11,11,12
2020/11/22,18,11,15,15,13,12,10,16,11,14,16,18,10,13,12,10,12
2020/11/21,18,12,17,17,12,15,13,18,13,18,24,18,10,17,12,10,15
2020/11/20,13,12,10,11,10,10,11,12,11,13,12,10,9,11,10,12,9
2020/11/19,9,9,6,8,8,7,9,9,9,9,8,7,7,9,7,11,7
2020/11/18,27,24,40,20,16,23,28,25,31,27,19,17,16,31,24,10,21
2020/11/17,41,29,57,37,34,35,34,46,42,45,48,45,29,43,35,11,51
2020/11/16,46,27,44,37,31,48,32,53,49,63,58,50,27,41,28,17,69
2020/11/15,52,10,26,47,27,30,12,55,28,34,52,43,20,22,16,11,45
2020/11/14,46,19,33,39,39,32,20,47,26,40,45,45,26,29,25,22,43
2020/11/13,49,23,37,46,35,34,24,56,31,44,48,41,24,32,24,15,51
2020/11/12,39,15,32,35,23,25,15,43,21,31,43,29,17,23,18,12,40
2020/11/11,21,17,26,19,17,18,18,25,15,22,24,19,14,19,17,13,24
2020/11/10,11,16,16,11,15,14,15,14,12,15,17,13,10,15,13,10,15
2020/11/09,8,8,10,7,11,10,7,9,9,10,11,10,8,10,9,9,9
2020/11/08,15,19,20,10,28,18,18,16,19,23,18,25,18,21,17,19,22
2020/11/07,39,24,33,30,38,27,23,41,31,36,38,37,27,30,24,21,30
2020/11/06,26,21,38,24,27,28,26,32,20,34,36,27,21,28,22,15,45
2020/11/05,17,17,23,14,18,20,17,19,16,24,22,18,14,19,15,10,25
2020/11/04,10,10,12,9,11,12,9,11,10,13,13,11,8,11,9,9,12
2020/11/03,7,11,10,6,11,9,10,7,7,10,9,9,8,11,9,13,8
2020/11/02,16,18,20,12,17,10,16,14,16,16,13,13,14,18,16,22,9
2020/11/01,26,11,22,21,16,14,14,23,20,21,17,14,13,21,17,9,17
2020/12/04,18,14,11,15,12,14,12,18,16,21,18,15,8,15,10,8,17
